R_um,kappa,Tmax,Tmin,ER_db,contrast_pct,IL_db,lam_res_nm,delta_lambda_nm,Q,FSR_nm,tau_ps
3.0,0.26720338983050845,0.9999991963318178,0.9976592731470427,0.01017407337148274,0.23399250652983739,3.490287970734124e-06,1559.9679935987197,0.6481296259251988,2406.8765432098253,53.792163397682835,1.9919038875926725
3.0,0.2772881355932203,0.9999991320025176,0.9978324925885206,0.009419811950999394,0.21666412946361627,3.769666805350759e-06,1559.9679935987197,0.696139227845427,2240.8850574717217,53.792163397682835,1.8545312056901477
3.0,0.2873728813559322,0.9999990648889042,0.9979878462725701,0.008743415055609396,0.20112204970487343,4.06113778744072e-06,1559.9679935987197,0.7561512302461358,2063.0370370368005,53.792163397682835,1.7073461893649884
3.0,0.29745762711864404,0.9999989949421874,0.9981277088909704,0.008134513613599254,0.18712879319695583,4.364912813736654e-06,1559.9679935987197,0.8041608321665759,1939.870646765825,53.792163397682835,1.6054150735819035
3.0,0.3075423728813559,0.9999989221108441,0.9982540737407611,0.007584407110098104,0.1744850250838094,4.681215648160478e-06,1559.9679935987197,0.8641728345668612,1805.1574074075163,53.792163397682835,1.4939279156946264
3.0,0.3176271186440678,0.9999988463404833,0.9983686238637405,0.007085751680167338,0.16302243574666705,5.010282511038687e-06,1559.9679935987197,0.92418483696757,1687.9393939390714,53.792163397682835,1.3969196094803382
3.0,0.32771186440677963,0.9999987675737108,0.9984727881911349,0.006632314102627842,0.15259812632352407,5.352362665907759e-06,1559.9679935987197,0.9841968393676436,1585.016260162972,53.792163397682835,1.3117415845125822
3.0,0.3377966101694915,0.9999986857499711,0.9985677861950386,0.006218776265598543,0.14309014354947275,5.707719104682059e-06,1559.9679935987197,1.0442088417683524,1493.9233716475114,53.792163397682835,1.2363541371265143
3.0,0.3478813559322034,0.9999986008053865,0.9986546636558803,0.005840578617629993,0.1343939029938454,6.076629248734268e-06,1559.9679935987197,1.1162232446489064,1397.541218638022,53.792163397682835,1.1565893540861167
3.0,0.3579661016949152,0.99999851267258,0.9987343215080197,0.005493793974501896,0.1264193044829315,6.459385716515659e-06,1559.9679935987197,1.1882376475296723,1312.8417508415669,53.792163397682835,1.0864930295958741
3.0,0.36805084745762706,0.9999984212804796,0.9988075392516582,0.005175025141248361,0.1190883908893012,6.8562971741099525e-06,1559.9679935987197,1.2602520504100148,1237.8222222222882,53.792163397682835,1.0244077136191652
3.0,0.37813559322033896,0.9999983265541181,0.9988749940691967,0.004881321351080046,0.11233343647607354,7.267689203628692e-06,1559.9679935987197,1.3322664532907806,1170.9129129128053,53.792163397682835,0.9690343236936642
3.0,0.3882203389830508,0.9999982284144059,0.9989372765230425,0.004610109671996585,0.10609537709337653,7.693905292631436e-06,1559.9679935987197,1.4042808561711229,1110.8660968661848,53.792163397682835,0.919340255812095
3.0,0.39830508474576265,0.9999981267778891,0.9989949035156029,0.0043591383952248505,0.10032251415497076,8.135307880925265e-06,1559.9679935987197,1.4882976595321575,1048.1559139783176,53.792163397682835,0.8674420155644229
3.0,0.40838983050847455,0.9999980215564896,0.9990483290435979,0.004126430072607472,0.09496943918084928,8.592279492709302e-06,1559.9679935987197,1.5723144628925572,992.1475826972145,53.792163397682835,0.8210901521374661
3.0,0.4184745762711864,0.9999979126572217,0.999097953165231,0.003910242369001838,0.08999613705185991,9.065223965636386e-06,1559.9679935987197,1.6563312662529566,941.8212560388146,53.792163397682835,0.7794406516668528
3.0,0.42855932203389824,0.9999977999818824,0.9991441295116158,0.0037090352782402033,0.08536723483612649,9.554567795596573e-06,1559.9679935987197,1.7403480696139912,896.3540229884704,53.792163397682835,0.7418124822758784
3.0,0.43864406779661014,0.9999976834267177,0.9991871716062783,0.0035214435476908987,0.08105136980537192,1.0060761587579417e-05,1559.9679935987197,1.8363672734546594,849.485838779971,53.792163397682835,0.7030249015033232
3.0,0.448728813559322,0.9999975628820602,0.9992273582040396,0.0033462533867088936,0.07702065551047935,1.0584281627562412e-05,1559.9679935987197,1.9323864772953276,807.2753623188954,53.792163397682835,0.6680919871429435
3.0,0.4588135593220338,0.9999974382319345,0.9992649378193313,0.003182382715053605,0.07325022891041708,1.1125631598087669e-05,1559.9679935987197,2.0284056811364195,769.061143984148,53.792163397682835,0.6364663309467243
3.0,0.4688983050847457,0.9999973093536203,0.9993001325815772,0.0030288643493586753,0.06971786479042671,1.1685344475136073e-05,1559.9679935987197,2.136427285457145,730.1760299625286,53.792163397682835,0.604285449044966
3.0,0.47898305084745757,0.9999971761171876,0.9993331415295311,0.0028848316385806667,0.06640364628176687,1.2263984545546502e-05,1559.9679935987197,2.24444888977787,695.0338680927181,53.792163397682835,0.5752021921390947
3.0,0.4890677966101694,0.9999970383849787,0.9993641434359751,0.0027495061488289393,0.06328968234002766,1.286214965925374e-05,1559.9679935987197,2.3404680936185382,666.5196581197109,53.792163397682835,0.5516041534872571
3.0,0.4991525423728813,0.9999968960110424,0.9993932992377668,0.0026221870699843315,0.06035986468391289,1.348047368355833e-05,1559.9679935987197,2.460492098419956,634.0065040649705,53.792163397682835,0.5246966338048522
3.0,0.5092372881355932,0.9999967488405175,0.9994207541330229,0.0025022420741889436,0.057599658015133046,1.411962918305511e-05,1559.9679935987197,2.568513702740681,607.3426791276944,53.792163397682835,0.5026299529439301
3.0,0.519322033898305,0.9999965967089538,0.9994466393965811,0.0023890994028346684,0.05499591840438954,1.4780330367651637e-05,1559.9679935987197,2.688537707541675,580.2291666666306,53.792163397682835,0.48019111575892814
3.0,0.5294067796610169,0.9999964394415614,0.9994710739561915,0.002282240996669261,0.05253673559710279,1.546333635303647e-05,1559.9679935987197,2.8205641128225145,553.069503546109,53.792163397682835,0.45771408480854675
3.0,0.5394915254237288,0.9999962768523898,0.9994941657648506,0.002181196514438843,0.05021129569798258,1.616945472491929e-05,1559.9679935987197,2.9405881176235087,530.4952380952409,53.792163397682835,0.4390318772653354
3.0,0.5495762711864406,0.9999961087434105,0.9995160129988825,0.0020855381107550697,0.04800976127110076,1.6899545525174366e-05,1559.9679935987197,3.07261452290456,507.7005208333368,53.792163397682835,0.42016722628909114
3.0,0.5596610169491525,0.9999959349035171,0.9995367051066878,0.001994875864533797,0.045923166365035094,1.7654525592867623e-05,1559.9679935987197,3.204640928185611,486.7840199750351,53.792163397682835,0.4028569660299905
3.0,0.5697457627118644,0.9999957551073992,0.9995563237290579,0.0019088537666114933,0.04394332436882731,1.843537345592785e-05,1559.9679935987197,3.3486697339467195,465.84707287934066,53.792163397682835,0.38552978469537225
3.0,0.5798305084745762,0.9999955691143035,0.9995749435088295,0.0018271461891027365,0.042062746922630456,1.9243134711264335e-05,1559.9679935987197,3.4926985397078276,446.63688430700194,53.792163397682835,0.369631649244021
3.0,0.5899152542372881,0.999995376666648,0.9995926328048538,0.0017494547710257507,0.04027457238219121,2.0078928043768515e-05,1559.9679935987197,3.6487297459492045,427.5372807017526,53.792163397682835,0.35382503266449394
3.0,0.6,0.9999951774884718,0.9996094543230949,0.0016755056642514057,0.03857250255402657,2.0943951957490944e-05,1559.9679935987197,3.804760952190582,410.0042060988278,53.792163397682835,0.3393148578233518
3.473684210526316,0.005,0.9999999996858979,0.880992301637599,0.5502788642420443,11.900769808567949,1.3641279911258522e-09,1540.6441288257654,0.024004800959902362,64180.66666744117,45.313042332263784,52.457239680819406
3.473684210526316,0.015084745762711863,0.9999999971407552,0.5978425943391833,2.2341314488423527,40.21574039514383,1.2417542585847622e-08,1540.6441288257654,0.024004800959902362,64180.66666744117,45.313042332263784,52.457239680819406
3.473684210526316,0.025169491525423728,0.999999992038179,0.7474277501473706,1.264307784471952,25.257224390174336,3.457774931404202e-08,1540.6441288257654,0.024004800959902362,64180.66666744117,45.313042332263784,52.457239680819406
3.473684210526316,0.035254237288135586,0.9999999843750526,0.8538629641273104,0.6861181655180632,14.61370225311254,6.785828509275205e-08,1540.6441288257654,0.024004800959902362,64180.66666744117,45.313042332263784,52.457239680819406
3.473684210526316,0.04533898305084745,0.9999999741466898,0.9076710243233763,0.4207151713332679,9.232895221032255,1.1227950086284366e-07,1540.6441288257654,0.024004800959902362,64180.66666744117,45.313042332263784,52.457239680819406
3.473684210526316,0.055423728813559316,0.9999999613468248,0.936978125827973,0.28270531005291977,6.3021837954845905,1.6786861028832755e-07,1540.6441288257654,0.03600720144017118,42787.11111125,45.313042332263784,34.971493120237774
3.473684210526316,0.06550847457627118,0.9999999459676042,0.954418547170491,0.20261106165609827,4.558140125998552,2.346597196515623e-07,1540.6441288257654,0.04800960192044,32090.33333329596,45.313042332263784,26.228619840062642
3.473684210526316,0.07559322033898305,0.9999999279995679,0.965566764729009,0.15217660008345418,3.4433165749761705,3.1269391464405255e-07,1540.6441288257654,0.04800960192044,32090.33333329596,45.313042332263784,26.228619840062642
3.473684210526316,0.08567796610169491,0.9999999074316334,0.9731022394271708,0.1184148778622885,2.689767049433601,4.0201932690664875e-07,1540.6441288257654,0.07201440288055412,21393.555555562092,45.313042332263784,17.48574656006747
3.473684210526316,0.09576271186440677,0.9999998842510709,0.9784253149294917,0.09472268997863055,2.157457181881278,5.026912410717909e-07,1540.6441288257654,0.07201440288055412,21393.555555562092,45.313042332263784,17.48574656006747
3.473684210526316,0.10584745762711864,0.9999998584434829,0.9823212235939245,0.07746411201903751,1.7678637352084778,6.147721858946433e-07,1540.6441288257654,0.09601920384088,16045.16666664798,45.313042332263784,13.114309920031321
3.473684210526316,0.1159322033898305,0.999999829992772,0.985256577887801,0.064505831307118,1.4743254611430918,7.383320726365886e-07,1540.6441288257654,0.12002400480099412,12836.133333329706,45.313042332263784,10.49144793603431
3.473684210526316,0.12601694915254236,0.9999997988811126,0.9875222968202754,0.05453002506857338,1.2477504570299036,8.734483180197993e-07,1540.6441288257654,0.12002400480099412,12836.133333329706,45.313042332263784,10.49144793603431
3.473684210526316,0.13610169491525423,0.9999997650889121,0.9893071981759683,0.046687289740300585,1.0692569424746852,1.0202060120233779e-06,1540.6441288257654,0.14402880576110824,10696.777777781046,45.313042332263784,8.742873280033734
3.473684210526316,0.1461864406779661,0.9999997285947744,0.9907380747827135,0.04041028565027026,0.9261656325722823,1.1786980784473908e-06,1540.6441288257654,0.16803360672122236,9168.66666667332,45.313042332263784,7.493891382889205
3.473684210526316,0.15627118644067794,0.9999996893754545,0.9919025872870243,0.03530842016890784,0.8097104603589613,1.3490254701930661e-06,1540.6441288257654,0.19203840768154823,8022.5833333328355,45.313042332263784,6.55715496002289
3.473684210526316,0.16635593220338982,0.9999996474058117,0.992862889353305,0.03110568675634557,0.7136760568886986,1.53129737322233e-06,1540.6441288257654,0.21604320864166235,7131.185185187364,45.313042332263784,5.8285821866891565
3.473684210526316,0.1764406779661017,0.999999602658759,0.9936640307465153,0.027602581873859222,0.633557442962866,1.7256314269113256e-06,1540.6441288257654,0.2400480096022,6418.0666666591915,45.313042332263784,5.245723968012528
3.473684210526316,0.18652542372881353,0.9999995551052052,0.994339303386593,0.024652006127985834,0.5660254236829823,1.9321539738163633e-06,1540.6441288257654,0.26405281056210234,5834.606060606284,45.313042332263784,4.7688399709262175
3.473684210526316,0.1966101694915254,0.999999504713994,0.9949137368815094,0.022143576421105787,0.5085770351395484,2.151000326316074e-06,1540.6441288257654,0.2880576115222165,5348.388888890523,45.313042332263784,4.371436640016867
3.473684210526316,0.20669491525423728,0.9999994514518373,0.9954064402361815,0.01999315485075632,0.45930137351450523,2.3823150544692696e-06,1540.6441288257654,0.3360672134426565,4584.333333333771,45.313042332263784,3.7469456914422423
3.473684210526316,0.21677966101694912,0.9999993952832432,0.9958322049476699,0.018135702406096077,0.4167192855544683,2.6262522999101806e-06,1540.6441288257654,0.3600720144027706,4278.711111112419,45.313042332263784,3.4971493120134935
3.473684210526316,0.226864406779661,0.9999993361704391,0.9962026240093584,0.016520303677751844,0.3796714681452124,2.882976109030823e-06,1540.6441288257654,0.38407681536330823,4011.2916666642063,45.313042332263784,3.2785774800096377
3.473684210526316,0.23694915254237287,0.9999992740732869,0.9965268868392557,0.01510664037202785,0.34723897547316857,3.1526608018441047e-06,1540.6441288257654,0.4320864172833247,3565.592592593682,45.313042332263784,2.9142910933445783
3.473684210526316,0.2470338983050847,0.9999992089491939,0.996812353052706,0.01386245083820953,0.3186858417454848,3.435491358687649e-06,1540.6441288257654,0.45609121824365056,3377.92982456139,45.313042332263784,2.7609073515887452
3.473684210526316,0.2571186440677966,0.9999991407530121,0.997064972659534,0.012761672700865357,0.29341706146553914,3.7316638575555506e-06,1540.6441288257654,0.5041008201640906,3056.2222222218725,45.313042332263784,2.4979637942943036
3.473684210526316,0.26720338983050845,0.9999990694369365,0.9972895979037164,0.011783066482316225,0.2709474054556575,4.04138591577036e-06,1540.6441288257654,0.5521104220843188,2790.463768116438,45.313042332263784,2.2807495513128564
3.473684210526316,0.2772881355932203,0.9999989949503904,0.99749021752638,0.010909182964978392,0.25087799454586496,4.364877188551251e-06,1540.6441288257654,0.5881176235247018,2619.6190476190623,45.313042332263784,2.141111823681088
3.473684210526316,0.2873728813559322,0.9999989172399049,0.9976701347391504,0.010125579577595193,0.23287850222699036,4.702369891209116e-06,1540.6441288257654,0.624124824964873,2468.4871794876544,45.313042332263784,2.017586141546018
3.473684210526316,0.29745762711864404,0.9999988362489856,0.997832103844748,0.00942021946884362,0.216673492577756,5.0541093796844745e-06,1540.6441288257654,0.672134426885313,2292.1666666668857,45.313042332263784,1.8734728457211212
3.473684210526316,0.3075423728813559,0.9999987519179729,0.9979784361280877,0.008783006167899402,0.20203183114082365,5.420354755676809e-06,1540.6441288257654,0.7201440288057529,2139.3555555555804,45.313042332263784,1.748574656006233
3.473684210526316,0.3176271186440678,0.9999986641838909,0.9981110826677743,0.008205419964988196,0.18875840375818412,5.80137952481309e-06,1540.6441288257654,0.7801560312064617,1974.7897435891857,45.313042332263784,1.6140689132360477
3.473684210526316,0.32771186440677963,0.9999985729802798,0.9982316996410477,0.0076802313721798625,0.17668758605987853,6.1974723223205195e-06,1540.6441288257654,0.8401680336069588,1833.7333333328152,45.313042332263784,1.49877827657633
3.473684210526316,0.3377966101694915,0.9999984782370249,0.998341700226209,0.00720127354142579,0.1656780532043145,6.608937657022871e-06,1540.6441288257654,0.8881776355269753,1734.612612612867,45.313042332263784,1.4177632345998397
3.473684210526316,0.3478813559322034,0.9999983798801627,0.998442296155451,0.006763260172825868,0.15560862457579164,7.036096753217649e-06,1540.6441288257654,0.9361872374474153,1645.6581196582504,45.313042332263784,1.3450574276971934
3.473684210526316,0.3579661016949152,0.9999982778316764,0.998534531210511,0.006361638810917407,0.14637491419878465,7.4792884388426245e-06,1540.6441288257654,1.0082016403279694,1528.111111111257,45.313042332263784,1.248981897147414
3.473684210526316,0.36805084745762706,0.9999981720092747,0.9986193083980351,0.005992471881574526,0.13788661317940118,7.938870105968788e-06,1540.6441288257654,1.0562112422486212,1458.6515151512785,45.313042332263784,1.1922099927313152
3.473684210526316,0.37813559322033896,0.9999980623261514,0.9986974121313611,0.0056523396329059014,0.13006527150310612,8.415218754709676e-06,1540.6441288257654,1.1282256451289636,1365.5460992908556,45.313042332263784,1.1161114825572187
3.473684210526316,0.3882203389830508,0.9999979486907301,0.9987695264403209,0.005338260489113075,0.12284247702883189,8.90873210318934e-06,1540.6441288257654,1.1882376475296723,1296.579124578943,45.313042332263784,1.0597422157611927
3.473684210526316,0.39830508474576265,0.9999978310063813,0.9988362500014544,0.005047625336238468,0.11615835243941669,9.419829814678611e-06,1540.6441288257654,1.2482496499301694,1234.2435897434086,45.313042332263784,1.0087930707726669
3.473684210526316,0.40838983050847455,0.9999977091711182,0.9988981086075059,0.004778143022746168,0.10996030826147464,9.948954819238195e-06,1540.6441288257654,1.3202640528107235,1166.9212121210696,45.313042332263784,0.9537679941850905
3.473684210526316,0.4184745762711864,0.9999975830772745,0.9989555655628682,0.0045277949395814265,0.10420200328881439,1.049657471347523e-05,1540.6441288257654,1.3922784556912777,1106.563218390694,45.313042332263784,0.9044351668996746
3.473684210526316,0.42855932203389824,0.9999974526111404,0.9990090303900458,0.0042947969908612065,0.09884247389966891,1.106318334111473e-05,1540.6441288257654,1.4642928585718318,1052.142076502648,45.313042332263784,0.8599547488554455
3.473684210526316,0.43864406779661014,0.999997317652582,0.9990588661535302,0.004077567612290485,0.09384540163115142,1.1649302445417021e-05,1540.6441288257654,1.5603120624122881,987.3948717949949,45.313042332263784,0.8070344566183525
3.473684210526316,0.448728813559322,0.9999971780746155,0.9991053956464724,0.0038747007620550857,0.08917849446937126,1.2255483520250855e-05,1540.6441288257654,1.6323264652928424,943.8333333334584,45.313042332263784,0.7714299952969607
3.473684210526316,0.4588135593220338,0.9999970337429532,0.9991489066375149,0.003684943019943219,0.0848129621208822,1.2882309779301176e-05,1540.6441288257654,1.7043408681736083,903.9530516432067,45.313042332263784,0.7388343616927774
3.473684210526316,0.4688983050847457,0.9999968845154993,0.9991896563375298,0.0035071740952354567,0.08072306928842334,1.3530398348041757e-05,1540.6441288257654,1.8003600720144883,855.7422222221818,45.313042332263784,0.699429862402452
3.473684210526316,0.47898305084745757,0.9999967302418084,0.9992278752160123,0.003340390175640125,0.07688575397742836,1.420040261386321e-05,1540.6441288257654,1.8843768753750993,817.5881104033865,45.313042332263784,0.6682450914673338
3.473684210526316,0.4890677966101694,0.9999965707624869,0.9992637702731945,0.0031836896531751433,0.07328030022480184,1.4893014826450456e-05,1540.6441288257654,1.9683936787357106,782.6910569105837,45.313042332263784,0.6397224351242361
3.473684210526316,0.4991525423728813,0.9999964059085404,0.9992975278548233,0.0030362608467883277,0.06988805655578276,1.5608968933463347e-05,1540.6441288257654,2.0644128825765904,746.2868217053992,45.313042332263784,0.6099679032579589
3.473684210526316,0.5092372881355932,0.9999962355006567,0.9993293160812422,0.002897371408467656,0.06669219300417144,1.6349043692023058e-05,1540.6441288257654,2.160432086417259,713.1185185185267,45.313042332263784,0.5828582186687442
3.473684210526316,0.519322033898305,0.9999960593484192,0.9993592869500666,0.0027663591536678774,0.06367749076606273,1.7114066086863764e-05,1540.6441288257654,2.268453690738196,679.1604938271461,45.313042332263784,0.5551030653987857
3.473684210526316,0.5294067796610169,0.9999958772494402,0.9993875781616534,0.0026426241010326455,0.06083015956625563,1.7904915092759652e-05,1540.6441288257654,2.376475295059133,648.2895622895293,45.313042332263784,0.5298711078806435
3.473684210526316,0.5394915254237288,0.9999956889884084,0.9994143147084081,0.002525621542091421,0.058137678632233354,1.87225258130513e-05,1540.6441288257654,2.472494498899801,623.1132686084089,45.313042332263784,0.5092935891280188
3.473684210526316,0.5495762711864406,0.9999954943360314,0.9994396102622719,0.0024148559908404713,0.05558865783976319,1.9567894071901523e-05,1540.6441288257654,2.5925185037007954,594.2654320987529,45.313042332263784,0.4857151822239376
3.473684210526316,0.5596610169491525,0.9999952930478675,0.9994635683891848,0.0023098758874745863,0.05317271614969719,2.044208148728365e-05,1540.6441288257654,2.712542508502001,567.9705014748633,45.313042332263784,0.4642233600015979
3.473684210526316,0.5697457627118644,0.9999950848630335,0.9994862836148419,0.002210268950020298,0.05088037490316417,2.1346221083528202e-05,1540.6441288257654,2.832566513302572,543.903954802277,45.313042332263784,0.44455287864566123
3.473684210526316,0.5798305084745762,0.9999948695027621,0.9995078423622387,0.0021156580843253022,0.048702963922761834,2.2281523556257056e-05,1540.6441288257654,2.952590518103566,521.7940379403891,45.313042332263784,0.4264816234161573
3.473684210526316,0.5899152542372881,0.999994646668802,0.9995283237784335,0.00202569777629146,0.046632538676276154,2.3249284221530524e-05,1540.6441288257654,3.07261452290456,501.4114583333368,45.313042332263784,0.4098221850014589
3.473684210526316,0.6,0.9999944160416215,0.9995478004653091,0.0019400709017173847,0.04466180702091409,2.4250890817486217e-05,1540.6441288257654,3.204640928185611,480.7540574282187,45.313042332263784,0.39293812494521957
3.9473684210526314,0.005,0.9999999996430651,0.9917359675449606,0.036039356555962555,0.8264032101054167,1.5501486881413279e-09,1526.2772554510905,0.024004800959902362,63582.16666743395,39.13524818469196,51.483448862535774
3.9473684210526314,0.015084745762711863,0.9999999967508582,0.9320764721600024,0.3054845310762112,6.7923524811548885,1.4110843762638869e-08,1526.2772554510905,0.024004800959902362,63582.16666743395,39.13524818469196,51.483448862535774
3.9473684210526314,0.025169491525423728,0.9999999909524757,0.8753722331183176,0.5780722943303527,12.462775896173081,3.929289889776018e-08,1526.2772554510905,0.024004800959902362,63582.16666743395,39.13524818469196,51.483448862535774
3.9473684210526314,0.035254237288135586,0.9999999822443771,0.8804461952127768,0.5529717126568106,11.955378915435235,7.71116909969466e-08,1526.2772554510905,0.024004800959902362,63582.16666743395,39.13524818469196,51.483448862535774
3.9473684210526314,0.04533898305084745,0.9999999706212355,0.908848304348645,0.4150858595745968,9.115166895051384,1.2759035508908996e-07,1526.2772554510905,0.024004800959902362,63582.16666743395,39.13524818469196,51.483448862535774
3.9473684210526314,0.055423728813559316,0.9999999560759338,0.9330931249033614,0.30074991396806916,6.6906834111392675,1.9075979975878446e-07,1526.2772554510905,0.03600720144017118,42388.111111248705,39.13524818469196,34.32229924138774
3.9473684210526314,0.06550847457627118,0.999999938599546,0.9500654132732931,0.22246465260403442,4.993452839225558,2.666587920085031e-07,1526.2772554510905,0.03600720144017118,42388.111111248705,39.13524818469196,34.32229924138774
3.9473684210526314,0.07559322033898305,0.9999999181813218,0.9617035393956436,0.1695875006636416,3.8296381919037614,3.5533401897726697e-07,1526.2772554510905,0.04800960192044,31791.08333329631,39.13524818469196,25.741724430927267
3.9473684210526314,0.08567796610169491,0.9999998948086671,0.9698448036065249,0.1329771111140992,3.0155094374196785,4.568401781073363e-07,1526.2772554510905,0.06001200240049706,25432.86666665948,39.13524818469196,20.593379544759976
3.9473684210526314,0.09576271186440677,0.9999998684671171,0.9757026094809401,0.10682476379779955,2.42972621820659,5.7124008997297e-07,1526.2772554510905,0.07201440288055412,21194.055555562034,39.13524818469196,17.16114962064341
3.9473684210526314,0.10584745762711864,0.9999998391403109,0.9800356008839913,0.08758077930043526,1.996424146776122,6.986048096630758e-07,1526.2772554510905,0.08401680336061118,18166.333333346516,39.13524818469196,14.709556817700527
3.9473684210526314,0.1159322033898305,0.9999998068099567,0.9833214997027692,0.07304381258472814,1.6678310329271036,8.390137786660164e-07,1526.2772554510905,0.09601920384088,15895.541666648154,39.13524818469196,12.870862215463633
