sample_idx,R_um,deltaR_nm,kappa,neff,loss_dB_cm,T_on_at_nominal_laser,BER_est,ER_drop_db,contrast_drop_pct,tau_ps,Q_drop,IL_th_dB
383,2.435072683236724,6.501683236724157,0.5730993514694374,2.4015876526959947,0.09372840004969588,1.388545860172479,0.0,20.06803495748297,99.01554356019531,0.021616785614024123,26.059764941235308,1.4227397090607425e-05
384,2.432503451119434,3.9324511194342904,0.5924870582454111,2.4065294001851303,0.11050420362418141,0.944194872402157,0.0,19.356735439104014,98.84035127164297,0.021659952349061554,26.085771442860715,1.8185969135698554e-05
385,2.4322625643585414,3.691564358541725,0.6558971594336439,2.4081420510863247,0.09572807139720708,0.9413159849526335,0.0,17.09563438594229,98.04819439241558,0.021684875820509777,26.100775193798448,2.0437181616075343e-05
386,2.4405915638828737,12.020563882873885,0.6237655212273469,2.40047392613882,0.10799961561639909,0.7843277730017294,0.0,18.23099848432982,98.4972035808241,0.021694849221799737,26.106776694173544,2.0300834476458672e-05
387,2.4184329798668616,-10.138020133138042,0.5754835605051039,2.40092330011382,0.09276003714452724,1.130674489767537,0.0,19.979939667294754,98.99537025338279,0.02210650200635072,26.840985732814488,1.41267461405896e-05
388,2.4429074680191185,14.336468019118918,0.5819452328972576,2.4006773588882333,0.09472008018278376,0.4883208562316619,0.0,19.742071010077044,98.9388106104153,0.021739757903201436,26.133783445861464,1.4975742197728235e-05
389,2.41815297730252,-10.418022697479824,0.5638809619650318,2.3976708999575504,0.0907795818255017,0.609119211996807,0.0,17.02150594944323,98.01459365690518,0.021764951772993327,26.465163934426258,1.3155083656678136e-05
390,2.420400145335439,-8.17085466456057,0.5852290114029891,2.4003260481761193,0.10037339063005979,1.5295482466155514,0.0,19.62171372909438,98.90899026171647,0.02249941427015343,27.302478902953535,1.5942767812588897e-05
391,2.4302941449402673,1.723144940267616,0.6272024979816772,2.4100637204767046,0.10009029344887083,0.8616527690176317,0.0,18.108709095282084,98.45428617798626,0.021684460311883497,26.100525131282822,1.9000478915696554e-05
392,2.441671485418387,13.10048541838716,0.6364374495638061,2.3922437303867112,0.09455733332316874,3.056255332113277,0.0,17.781149515984993,98.33319402577574,0.02156537385727729,26.028757189297323,1.8727320284735798e-05
393,2.437800987424683,9.229987424683458,0.5544332532173755,2.400757491000814,0.0994475789489995,0.9060907136656938,0.0,20.76438579846105,99.16138732885769,0.021650402151407528,26.08002000500125,1.3947994034298603e-05
394,2.4294447114475917,0.8737114475919999,0.5979062767997767,2.3964245728784883,0.10558410995916412,5.720136841343341,0.0,19.15993815674156,98.78659387083182,0.02142472014769844,25.943735933983493,1.7752164969920698e-05
395,2.4270093396455343,-1.5616603544653294,0.6134890203316788,2.3988493673287237,0.10063992610225261,5.645465284101168,0.0,18.598319080191924,98.61908135965848,0.021425133160323146,25.943985996499123,1.803321620737743e-05
396,2.4500127365745663,21.44173657456639,0.6075352555542956,2.3958113233327976,0.10277204047408335,0.4276499097608292,0.0,18.81218603160891,98.68543702276958,0.021777633670224526,26.156539134783696,1.813759078062456e-05
397,2.37954662799967,-49.02437200032995,0.6965019738304318,2.4067062429103,0.09843038981484528,0.17533564723549047,0.0,15.679081626325502,97.295469787328,0.020730385683154894,25.5198799699925,2.4200634703322793e-05
398,2.4052916776921394,-23.279322307860358,0.5948669124699274,2.4022859405167973,0.09655191401143427,0.2899649902650572,0.0,19.270312566133818,98.81704358590898,0.0225592161304592,27.524458700882175,1.5869372469883492e-05
399,2.4369300894720705,8.35908947207058,0.6503766785766686,2.3963155059798016,0.1066264773665747,3.524289841073355,0.0,17.289478852010372,98.13339633248002,0.021555015998098382,26.022505626406602,2.230407310432365e-05
400,2.4658669946419542,37.2959946419545,0.5953312238823613,2.400220981726949,0.09669803743137009,0.12877827401402145,0.0,19.20340859474311,98.79867880197352,0.020428421139973056,25.333333333333332,1.6514368169505125e-05
401,2.4815238143768585,52.95281437685881,0.6795705121946553,2.3953988065786103,0.10537208947756314,0.1544920121295987,0.0,16.268140527698186,97.63851088967074,0.020547970364020104,25.40735183795949,2.5245853576166325e-05
402,2.424398617421799,-4.172382578200777,0.5477503953485856,2.400416941409892,0.10515123072355029,4.184622414115894,0.0,21.016762474232536,99.20873172674428,0.021406964370733167,25.932983245811453,1.4246715087304107e-05
403,2.4600995337096525,31.528533709652727,0.6228104752403798,2.4007103608135583,0.09421028043835665,0.17102315866605344,0.0,18.265114444630314,98.50896253666053,0.0220474576429655,26.31807951987997,1.7780567071966593e-05
